Name,Website,Status,Program Category,Primary Location (City),Primary Location (Country),Description (SOSV),FA Code,Pre-Embed
SynPlexity,synplexity.com,Operating,IndieBio,Eugene,United States,SynPlexity prints massively parallel amounts of DNA sequences - longer and cheaper than anything else. SynPlexity's tech will unlock new levels of experimentation and training data for synthetic biology and generative protein AI.,IBSF162408,"SynPlexity is based in Eugene, United States. Description: SynPlexity prints massively parallel amounts of DNA sequences - longer and cheaper than anything else. SynPlexity's tech will unlock new levels of experimentation and training data for synthetic biology and generative protein AI."
DisperseBio,dispersebio.com,Operating,IndieBio,Tel Aviv,Israel,Peptide-based solution that disrupts the growth of biofilms by activating the microbe’s natural self biofilm dispersion pathway,IBSF162407,"DisperseBio is based in Tel Aviv, Israel. Description: Peptide-based solution that disrupts the growth of biofilms by activating the microbe’s natural self biofilm dispersion pathway"
Phytogenesis,phytogenesis.com,Operating,IndieBio,Lexington,United States,"Commercializing newly discovered molecules that induce innate plant defense mechanisms with the goal of greatly reducing, or even eliminating, the need for chemical pesticides, fungicides, and likely insecticides.",IBSF162402,"Phytogenesis is based in Lexington, United States. Description: Commercializing newly discovered molecules that induce innate plant defense mechanisms with the goal of greatly reducing, or even eliminating, the need for chemical pesticides, fungicides, and likely insecticides."
Antarka,antarka.bio,Operating,IndieBio,Montevideo,Uruguay,"Antarka is redefining skincare with next-generation enzymes, specialized in repairing DNA damage caused by UV radiation. Sourced from Antarctic microorganisms, they deliver 100% DNA repair efficacy, offering the best-in-class solution to combat the root cause of skin aging: DNA damage.",IBSF162403,"Antarka is based in Montevideo, Uruguay. Description: Antarka is redefining skincare with next-generation enzymes, specialized in repairing DNA damage caused by UV radiation. Sourced from Antarctic microorganisms, they deliver 100% DNA repair efficacy, offering the best-in-class solution to combat the root cause of skin aging: DNA damage."
BioMetallum,bio-metallum.com,Written Off,IndieBio,Buenos Aires,Argentina,"BioMetallum revolutionizes metal mining, utilizing specialized bacteria that act as biological magnets for lithium direct extraction.",IBSF162404,"BioMetallum is based in Buenos Aires, Argentina. Description: BioMetallum revolutionizes metal mining, utilizing specialized bacteria that act as biological magnets for lithium direct extraction."
Minutia,minutia.co,Operating,IndieBio,Oakland,United States,"A functional cure for Type I Diabetes which does not require systemic immunosuppressants or an invasive transplant procedure, plus built-in safety monitoring and kill switch functionalities.",IBSF162405,"Minutia is based in Oakland, United States. Description: A functional cure for Type I Diabetes which does not require systemic immunosuppressants or an invasive transplant procedure, plus built-in safety monitoring and kill switch functionalities."
Fermeate,fermeate.com,Operating,IndieBio,San Francisco,United States,Fermeate uses light to control microbial cellular processes in a manner that is both highly tunable and reversible to unlock unprecedented efficiency in biomanufacturing. ,IBSF162401,"Fermeate is based in San Francisco, United States. Description: Fermeate uses light to control microbial cellular processes in a manner that is both highly tunable and reversible to unlock unprecedented efficiency in biomanufacturing. "
Asta Bio,astabiotx.com,Operating,IndieBio,Boston,United States,"Our technology combines 211-Astatine, the most druggable alpha-emitting radioisotope, with multivalent single-domain antibodies to deliver potent alpha radiation that breaks DNA strands and kills the tumor cells while leaving normal cells unaffected.",IBNY092405,"Asta Bio is based in Boston, United States. Description: Our technology combines 211-Astatine, the most druggable alpha-emitting radioisotope, with multivalent single-domain antibodies to deliver potent alpha radiation that breaks DNA strands and kills the tumor cells while leaving normal cells unaffected."
Tinkeso Therapeutics,tinkeso.com,Operating,IndieBio,Valhalla,United States,Novel allogeneic Natural Killer T (NKT) cell therapies for oncology and autoimmune diseases.,IBNY092404,"Tinkeso Therapeutics is based in Valhalla, United States. Description: Novel allogeneic Natural Killer T (NKT) cell therapies for oncology and autoimmune diseases."
Semion,semionbio.com,Operating,IndieBio,Buenos Aires,Argentina,Activating plant defense mechanisms silenced during the process of domestication to develop novel pest control solutions.,IBNY092402,"Semion is based in Buenos Aires, Argentina. Description: Activating plant defense mechanisms silenced during the process of domestication to develop novel pest control solutions."
heXembio,hexemb.io,Operating,IndieBio,New York City,United States,Rejuvenating human blood cells for improved healthspan.,IBNY092403,"heXembio is based in New York City, United States. Description: Rejuvenating human blood cells for improved healthspan."
Breakwater,breakwater.bio,Operating,Portfolio: Bill Liao,Gloucester,United States,"Breakwater Biotech Inc. is manufacturing an innovative alternative lobster bait for the $1B New England lobster industry.  This alternative capitalizes on the global usage of $20B worth of wild-caught baitfish for crustacean and other seafood procurement. Our distinctive product features numerous advantageous attributes: it doesn't necessitate refrigeration, it enjoys a longer lifespan than traditional bait, and can be produced throughout the year with natural raw materials. Thus, we present lobstermen with a superior, cost-effective product with a consistent pricing model. This is a notable contrast to the wild-caught fish that is subjected to sporadic price changes and the constraints of government-imposed quotas.",None (donation of advisory shares),"Breakwater is based in Gloucester, United States. Description: Breakwater Biotech Inc. is manufacturing an innovative alternative lobster bait for the $1B New England lobster industry.  This alternative capitalizes on the global usage of $20B worth of wild-caught baitfish for crustacean and other seafood procurement. Our distinctive product features numerous advantageous attributes: it doesn't necessitate refrigeration, it enjoys a longer lifespan than traditional bait, and can be produced throughout the year with natural raw materials. Thus, we present lobstermen with a superior, cost-effective product with a consistent pricing model. This is a notable contrast to the wild-caught fish that is subjected to sporadic price changes and the constraints of government-imposed quotas."
